timestamp,uid,name,temperatureWater,openClosed
2026-08-17 06:00:05,flb6938,Flussbad Au-Höngg,26,geschlossen
2026-08-17 06:00:05,flb6939,Flussbad Oberer Letten,26,geschlossen
2026-08-17 06:00:05,flb6940,Flussbad Unterer Letten,25,geschlossen
2026-08-17 06:00:05,flb8803,Flussbad Unterer Letten,26,geschlossen
2026-08-17 06:00:05,flb6941,Frauenbad Stadthausquai,27,geschlossen
2026-08-17 06:00:05,fb006,Freibad Allenmoos,27,geschlossen
2026-08-17 06:00:05,fb008,Freibad Auhof,27,geschlossen
2026-08-17 06:00:05,fb016,Freibad Dolder,22,geschlossen
2026-08-17 06:00:05,fb012,Freibad Heuried,25,geschlossen
2026-08-17 06:00:05,fb002,Freibad Letzigraben,26,geschlossen
2026-08-17 06:00:05,fb013,Freibad Seebach,25,geschlossen
2026-08-17 06:00:05,fb018,Freibad Zwischen den Hölzern,25,geschlossen
2026-08-17 06:00:05,flb6942,Männerbad Schanzengraben,26,offen
2026-08-17 06:00:05,seb6943,Seebad Enge,27.7,geschlossen
2026-08-17 06:00:05,seb6945,Seebad Utoquai,26,geschlossen
2026-08-17 06:00:05,seb6946,Strandbad Mythenquai,27,geschlossen
2026-08-17 06:00:05,seb6947,Strandbad Tiefenbrunnen,27,geschlossen
2026-08-17 06:00:05,seb6948,Strandbad Wollishofen,27,geschlossen
